Customer ID,revenue,customer_rank
18102.0,580987.04,1
14646.0,528602.52,2
14156.0,313437.62,3
14911.0,291420.81,4
17450.0,244784.25,5
13694.0,195640.69,6
17511.0,172132.87,7
16446.0,168472.5,8
16684.0,147142.77,9
12415.0,144458.37,10
15061.0,126389.02,11
16029.0,117763.62,12
17949.0,117314.08,13
15311.0,114966.42,14
13089.0,113416.91,15
12931.0,92347.34,16
14298.0,91194.49,17
15769.0,88612.52,18
12346.0,77556.46,19
13798.0,75428.87,20
15838.0,73205.5,21
17841.0,68545.25,22
16754.0,65500.07,23
14096.0,65164.79,24
14088.0,64036.8,25
16422.0,61920.87,26
17389.0,57215.33,27
13081.0,56838.37,28
16013.0,56078.44,29
14680.0,55688.5,30
13093.0,54144.25,31
12748.0,53539.64,32
17850.0,51208.87,33
13408.0,50174.782,34
13777.0,49638.26,35
17404.0,47781.12,36
13881.0,45179.1,37
15749.0,44534.3,38
16705.0,43515.051,39
12471.0,39918.19,40
15098.0,39916.5,41
15039.0,39141.48,42
14031.0,39019.51,43
17675.0,37642.48,44
17381.0,36398.65,45
12921.0,35233.24,46
17677.0,35058.46,47
12678.0,34281.18,48
13902.0,34095.26,49
13767.0,33903.57,50
16210.0,33750.97,51
16779.0,32809.03,52
15856.0,32275.95,53
14258.0,32051.34,54
17428.0,31466.760000000002,55
17940.0,30306.79,56
12709.0,30291.76,57
14606.0,29951.37,58
12681.0,29834.760000000002,59
13078.0,29018.06,60
13098.0,28882.44,61
17857.0,27347.04,62
14527.0,27246.88,63
16333.0,26626.8,64
15513.0,26437.05,65
17865.0,26312.190000000002,66
18251.0,26278.86,67
13802.0,26259.11,68
12731.0,25775.71,69
14062.0,25585.65,70
12744.0,25317.06,71
12939.0,25264.8,72
14895.0,25119.54,73
15498.0,24972.86,74
12621.0,24311.2,75
16525.0,24151.3,76
13001.0,24042.65,77
14607.0,23763.13,78
12482.0,23691.4,79
17920.0,23581.78,80
15640.0,23494.31,81
12409.0,23419.29,82
16133.0,22992.26,83
12682.0,22950.22,84
14063.0,22710.2,85
12540.0,22254.49,86
15159.0,22116.73,87
13340.0,22100.56,88
14051.0,21770.98,89
16839.0,21758.25,90
12753.0,21429.39,91
15615.0,21373.97,92
13319.0,21323.22,93
14866.0,20746.54,94
14667.0,20395.34,95
15251.0,20324.54,96
12477.0,20276.37,97
17706.0,20272.15,98
17243.0,20203.58,99
18008.0,19759.079999999998,100
17340.0,19617.95,101
16843.0,19571.43,102
17139.0,19566.76,103
14194.0,18670.59,104
12357.0,18287.66,105
13113.0,18230.07,106
12557.0,18096.14,107
16746.0,18046.75,108
17581.0,17951.170000000002,109
12901.0,17654.54,110
17377.0,17644.27,111
14952.0,17629.35,112
16652.0,17550.39,113
15189.0,17524.38,114
18172.0,17467.24,115
16019.0,17329.16,116
17416.0,17298.45,117
15078.0,17286.73,118
15523.0,17259.19,119
13027.0,17239.2,120
14277.0,17197.61,121
15808.0,17180.25,122
15125.0,17024.87,123
12647.0,16955.55,124
16656.0,16833.170000000002,125
12433.0,16794.14,126
17735.0,16790.33,127
12454.0,16679.78,128
16553.0,16584.01,129
13564.0,16498.97,130
15358.0,16425.86,131
14961.0,16410.15,132
13225.0,16260.07,133
16180.0,16249.87,134
12472.0,16249.29,135
12980.0,16245.78,136
17107.0,16052.72,137
15044.0,16024.15,138
13199.0,15964.210000000001,139
17716.0,15956.970000000001,140
12971.0,15704.6,141
16191.0,15677.82,142
12949.0,15526.7,143
14769.0,15514.11,144
14849.0,15407.61,145
15768.0,15308.89,146
18087.0,14761.52,147
18092.0,14693.720000000001,148
16126.0,14644.6,149
17133.0,14622.33,150
16873.0,14617.39,151
14543.0,14587.87,152
17448.0,14523.67,153
15482.0,14417.36,154
14733.0,14335.15,155
13488.0,14205.960000000001,156
15601.0,14191.74,157
16713.0,14115.56,158
12714.0,14093.710000000001,159
12476.0,14083.91,160
14299.0,14070.25,161
13178.0,14059.19,162
18223.0,14000.85,163
12435.0,13925.93,164
15760.0,13916.34,165
17589.0,13837.94,166
15005.0,13754.58,167
15382.0,13733.550000000001,168
15093.0,13702.38,169
12583.0,13591.58,170
12989.0,13551.75,171
15291.0,13517.76,172
13629.0,13370.86,173
13097.0,13324.1,174
16558.0,13304.11,175
16923.0,13157.130000000001,176
13090.0,13091.74,177
15738.0,13043.32,178
14049.0,13023.4,179
18225.0,13014.8,180
15502.0,13003.869999999999,181
14110.0,12987.95,182
13969.0,12973.460000000001,183
13668.0,12948.48,184
13316.0,12940.82,185
13952.0,12823.521,186
13468.0,12793.28,187
16549.0,12781.8,188
12437.0,12683.4,189
12451.0,12669.88,190
12536.0,12601.830000000002,191
16161.0,12580.06,192
17017.0,12576.99,193
14040.0,12523.81,194
17858.0,12518.65,195
14936.0,12410.81,196
16000.0,12393.7,197
12474.0,12372.75,198
14735.0,12240.16,199
12481.0,12185.51,200
15144.0,12160.31,201
15465.0,12100.4,202
15194.0,12021.53,203
13050.0,11986.52,204
14415.0,11980.09,205
17364.0,11972.92,206
17044.0,11962.300000000001,207
13458.0,11959.27,208
13854.0,11944.56,209
16258.0,11942.52,210
16814.0,11924.85,211
16523.0,11916.33,212
17338.0,11889.33,213
13687.0,11880.84,214
14505.0,11879.08,215
18226.0,11878.88,216
12567.0,11767.48,217
12705.0,11762.1,218
14426.0,11727.94,219
13004.0,11650.85,220
12683.0,11633.7,221
15023.0,11578.65,222
14739.0,11573.62,223
13418.0,11559.66,224
15218.0,11468.83,225
13680.0,11419.67,226
14016.0,11403.41,227
12668.0,11383.03,228
13102.0,11380.1,229
15874.0,11284.76,230
15555.0,11243.91,231
12539.0,11214.75,232
13576.0,11202.59,233
12524.0,11126.11,234
14134.0,11123.35,235
13013.0,11097.43,236
15032.0,11010.05,237
14045.0,10986.63,238
12918.0,10953.5,239
16985.0,10923.16,240
18052.0,10877.18,241
16033.0,10608.81,242
13324.0,10513.47,243
15290.0,10496.28,244
12431.0,10432.22,245
14028.0,10396.5,246
16168.0,10360.67,247
16984.0,10350.53,248
15296.0,10323.03,249
14422.0,10271.52,250
17160.0,10209.16,251
15719.0,10195.97,252
14796.0,10169.33,253
16327.0,10159.64,254
18229.0,10150.51,255
15805.0,10148.93,256
18055.0,10142.64,257
17809.0,10085.89,258
15547.0,10057.05,259
13941.0,10027.18,260
13985.0,10020.86,261
15694.0,9978.48,262
14755.0,9972.550000000001,263
16182.0,9971.65,264
14101.0,9961.93,265
16131.0,9957.42,266
18260.0,9947.26,267
17049.0,9942.53,268
16701.0,9916.73,269
12758.0,9903.24,270
14329.0,9887.62,271
12590.0,9864.26,272
14828.0,9839.460000000001,273
12490.0,9823.64,274
13599.0,9811.04,275
16353.0,9795.460000000001,276
14944.0,9784.67,277
17306.0,9782.35,278
13018.0,9763.16,279
13735.0,9762.77,280
14085.0,9720.67,281
12380.0,9676.300000000001,282
12839.0,9669.12,283
16782.0,9636.12,284
17315.0,9599.58,285
18109.0,9555.71,286
14091.0,9530.08,287
17811.0,9519.8,288
13999.0,9502.26,289
17504.0,9490.17,290
14146.0,9450.3,291
14439.0,9443.04,292
13267.0,9429.81,293
17230.0,9388.49,294
15727.0,9371.71,295
15981.0,9362.77,296
13069.0,9284.45,297
13162.0,9275.49,298
15249.0,9266.0,299
14367.0,9227.82,300
14292.0,9226.25,301
13327.0,9134.48,302
17757.0,9074.05,303
15298.0,9061.77,304
15939.0,9060.39,305
16709.0,9056.01,306
17068.0,8987.68,307
15150.0,8977.94,308
15903.0,8939.84,309
15867.0,8923.3,310
12766.0,8918.99,311
12747.0,8898.48,312
14060.0,8898.24,313
13555.0,8891.84,314
14709.0,8886.33,315
12359.0,8873.39,316
14135.0,8839.67,317
16700.0,8830.77,318
16550.0,8813.58,319
15260.0,8767.73,320
16532.0,8756.64,321
13448.0,8745.93,322
15570.0,8736.49,323
16186.0,8718.43,324
17576.0,8711.95,325
12957.0,8706.97,326
13758.0,8698.13,327
13263.0,8676.2,328
15497.0,8657.39,329
13756.0,8655.95,330
16945.0,8548.16,331
15281.0,8543.57,332
13269.0,8537.32,333
15270.0,8524.86,334
12798.0,8510.93,335
13209.0,8509.51,336
15786.0,8501.62,337
13148.0,8497.82,338
14286.0,8479.76,339
18139.0,8438.34,340
13047.0,8428.53,341
14160.0,8421.47,342
17396.0,8409.6,343
15984.0,8393.02,344
14676.0,8356.79,345
14057.0,8346.66,346
17611.0,8337.53,347
13206.0,8308.19,348
12643.0,8304.82,349
17686.0,8296.81,350
12637.0,8283.81,351
15998.0,8274.14,352
15034.0,8231.2,353
13381.0,8224.37,354
13139.0,8202.98,355
16722.0,8189.56,356
17365.0,8184.49,357
13426.0,8167.38,358
13715.0,8153.04,359
14056.0,8152.71,360
16672.0,8134.9400000000005,361
17593.0,8092.32,362
15955.0,8085.9800000000005,363
17426.0,8077.77,364
16767.0,8056.76,365
16670.0,8030.150000000001,366
14525.0,8026.54,367
18041.0,8018.7699999999995,368
16556.0,8012.58,369
13869.0,7996.87,370
13174.0,7995.36,371
12428.0,7956.46,372
16303.0,7928.27,373
14291.0,7904.1,374
13871.0,7885.85,375
14159.0,7860.8,376
15622.0,7852.610000000001,377
17085.0,7847.67,378
12757.0,7834.650000000001,379
12867.0,7829.26,380
16592.0,7807.91,381
15544.0,7807.89,382
14395.0,7801.93,383
17409.0,7793.51,384
12720.0,7787.28,385
17730.0,7773.8,386
17739.0,7730.59,387
13534.0,7720.900000000001,388
17696.0,7679.59,389
14175.0,7678.88,390
13141.0,7656.08,391
15046.0,7623.79,392
14145.0,7600.05,393
13373.0,7587.1900000000005,394
13137.0,7586.94,395
13709.0,7571.35,396
14030.0,7521.8,397
17091.0,7495.75,398
15179.0,7491.92,399
15581.0,7480.4,400
13815.0,7475.74,401
16570.0,7434.31,402
16242.0,7404.65,403
17602.0,7354.43,404
13082.0,7335.75,405
17238.0,7331.67,406
16253.0,7272.2,407
14282.0,7250.76,408
14092.0,7229.45,409
14243.0,7217.75,410
16729.0,7205.33,411
14800.0,7191.33,412
14688.0,7190.42,413
16745.0,7180.7,414
14841.0,7163.0,415
15950.0,7120.91,416
15521.0,7098.24,417
14113.0,7092.610000000001,418
13451.0,7090.06,419
17231.0,7064.8,420
17769.0,7053.38,421
13183.0,7036.18,422
17965.0,7006.65,423
16938.0,6995.360000000001,424
17690.0,6963.8,425
12841.0,6958.2,426
13552.0,6948.92,427
15674.0,6948.2300000000005,428
16265.0,6935.17,429
16187.0,6911.4400000000005,430
